age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
83,Widowed,2,3,FEMALE,.i:  Inapplicable,Other,ASIAN INDIAN,Slightly liberal,Hinduism,4,-100,Oppose,-100,6,0,-100,-100,-100,-100,-100,-100,2
71,Separated,1,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,3,-100,Favor,3,2,9,-100,-100,-100,-100,-100,1,1
68,Married,0,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Jewish,0,-100,Oppose,4,2,14,7,2,1,10,0,3,1
-99,Divorced,2,-100,FEMALE,Heterosexual or straight,.i:  Inapplicable,.i:  Inapplicable,Slightly conservative,Protestant,-99,-100,.i:  Inapplicable,4,-100,-100,-98,2,3,9,20,-100,3
74,Married,2,-100,MALE,Heterosexual or straight,Other,ASIAN INDIAN,"Moderate, middle of the road",Hinduism,4,1,.i:  Inapplicable,1,-100,-100,4,2,2,8,0,-100,3
46,Never married,0,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Muslim/islam,3,-100,Favor,-100,0,7,4,1,1,7,0,-100,2
48,Married,4,3,MALE,Heterosexual or straight,Other,SOME OTHER RACE,"Moderate, middle of the road",Muslim/islam,3,-100,Favor,-100,2,0,2,2,1,7,15,3,2
55,Married,2,4,FEMALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Catholic,0,2,Favor,4,0,1,1,2,1,-98,0,-100,1
46,Married,2,-100,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,3,2,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,2,3
40,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,1,20,2,2,2,9,5,-100,1
63,Separated,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,-100,Favor,-100,8,-100,-100,-100,-100,-100,-100,-100,2
65,Widowed,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,4,-100,-100,7,2,1,8,0,-100,3
31,Never married,2,-100,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,3,1,.i:  Inapplicable,4,-100,-100,1,2,1,-98,0,-100,3
39,Separated,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,None,0,-100,.i:  Inapplicable,4,-100,-100,2,2,1,8,0,-100,3
51,Divorced,3,3,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,2,40,3,2,2,8,0,2,2
34,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,1,Favor,4,20,8,2,2,2,6,0,1,1
29,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,1,-100,Favor,-100,8,3,1,2,1,8,3,-100,2
87,Divorced,0,2,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,0,-100,Oppose,-100,6,1,-100,-100,-100,-100,-100,-100,2
41,Married,0,8,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,Favor,-100,2,1,4,-99,1,-98,0,-100,2
39,Married,0,3,FEMALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",.n:  No answer,0,-100,Favor,-100,2,5,2,2,1,7,0,2,2
63,Never married,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,8,1,.i:  Inapplicable,3,-100,-100,3,2,1,9,10,-100,3
41,Separated,4,-100,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",Protestant,2,1,.i:  Inapplicable,4,-100,-100,1,2,2,9,4,2,3
68,Divorced,1,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,2,5,11,2,2,9,0,2,2
74,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,7,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
50,Never married,5,0,FEMALE,.d:  Do not Know/Cannot Choose,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,None,4,-100,Oppose,-100,4,-100,-100,-100,2,-100,-100,2,2
53,Never married,1,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,5,-100,Favor,4,2,2,2,2,1,7,0,-100,1
34,Never married,1,2,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Christian,5,-100,Favor,-100,0,40,1,2,1,-98,2,-100,2
62,Married,3,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,-97,-100,Favor,1,2,30,-100,-100,2,-100,-100,-100,1
54,Separated,2,3,FEMALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Protestant,2,-100,Favor,-100,3,25,-100,-100,2,-100,-100,-100,2
37,Separated,0,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Orthodox-christian,5,-100,Favor,-100,2,60,2,2,1,10,0,-100,2
65,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,Favor,-100,4,0,-100,-100,-100,-100,-100,2,2
42,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,0,1,.i:  Inapplicable,4,-100,-100,5,2,1,10,2,2,3
47,Never married,5,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,3,-100,.i:  Inapplicable,4,-100,-100,1,2,1,8,10,-100,3
49,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,7,2,Favor,3,3,10,3,2,2,8,0,1,1
-99,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Jewish,5,1,Favor,4,0,8,1,2,1,9,0,1,1
-99,Married,0,2,FEMALE,Heterosexual or straight,Other,CHINESE,Slightly liberal,None,0,-100,Favor,-100,2,8,2,2,2,9,4,-100,2
64,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,4,1,10,4,2,2,10,0,-100,1
60,Divorced,-100,-100,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Catholic,7,-97,.s:  Skipped on Web,-97,1,10,-100,-100,-100,-100,-100,-100,1
45,Married,3,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,4,3,20,3,2,2,9,0,-100,1
56,Married,1,2,MALE,.i:  Inapplicable,Other,KOREAN,Slightly liberal,None,0,-100,Favor,4,4,5,-100,-100,-100,-100,-100,2,1
30,Married,0,2,FEMALE,.i:  Inapplicable,Other,CHINESE,Liberal,None,2,-100,Favor,-100,0,1,1,2,2,8,2,1,2
74,Married,3,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,-100,2,4,-100,-100,-100,-100,-100,2,2
-99,Never married,0,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,1,-100,Favor,4,3,0,-100,-100,1,-100,-100,-100,1
25,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,2,-100,Favor,-100,3,2,5,2,1,9,5,-100,2
29,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,4,2,2,3,2,2,6,0,-100,1
29,Never married,0,8,MALE,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Liberal,None,2,1,Favor,4,2,0,-100,-100,1,-100,-100,-100,1
29,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,1,Favor,4,3,30,5,2,2,8,7,-100,1
53,Married,1,1,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,2,2,4,1,1,9,2,-100,1
72,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Catholic,3,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
74,Never married,0,-100,FEMALE,Heterosexual or straight,Other,JAPANESE,Slightly liberal,None,0,1,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,1,3
43,Married,3,2,MALE,Heterosexual or straight,Other,VIETNAMESE,"Moderate, middle of the road",Catholic,2,-100,Favor,-100,2,3,1,2,1,6,5,2,2
36,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,4,1,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,3,3
40,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,8,2,.i:  Inapplicable,1,-100,-100,2,2,2,10,1,2,3
60,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,3,1,.i:  Inapplicable,4,-100,-100,2,2,1,10,0,2,3
35,Never married,3,2,MALE,.i:  Inapplicable,Other,HISPANIC,Slightly liberal,Catholic,0,-100,Favor,-100,1,0,3,2,1,-98,0,3,2
44,Married,3,1,FEMALE,.i:  Inapplicable,White,WHITE,.n:  No answer,Protestant,8,-100,Favor,1,0,2,-100,-100,1,-100,-100,-100,1
66,Married,1,3,MALE,.i:  Inapplicable,Other,AMERICAN INDIAN OR ALASKA NATIVE,Slightly conservative,Catholic,1,-100,Favor,1,0,40,2,2,2,7,0,-100,1
32,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,2,Oppose,1,1,1,4,2,1,10,20,-100,1
36,Never married,1,3,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,2,-100,Favor,-100,4,0,-100,-100,-100,-100,-100,-100,2
48,Married,2,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,3,-100,Favor,-100,0,7,6,2,1,8,0,-100,2
61,Widowed,3,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,Favor,-100,0,-100,2,2,2,8,0,-100,2
47,Married,2,2,MALE,.d:  Do not Know/Cannot Choose,Other,HISPANIC,Conservative,Catholic,3,-100,Favor,-100,2,1,4,2,1,8,0,-100,2
44,Never married,2,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,.n:  No answer,Protestant,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
57,Divorced,2,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,2,-100,Favor,4,3,4,3,2,1,10,0,-100,1
75,Divorced,3,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,5,-100,.i:  Inapplicable,-99,-100,-100,-100,-100,-100,-100,-100,-100,3
31,Never married,3,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,2,1,1,2,1,8,0,2,2
62,Separated,3,-100,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,3,-100,.i:  Inapplicable,1,-100,-100,-100,-100,2,-100,-100,-100,3
50,Divorced,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,3,1,.i:  Inapplicable,4,-100,-100,1,2,4,9,5,1,3
39,Never married,2,0,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Orthodox-christian,2,-100,Favor,-100,1,4,7,2,1,10,30,3,2
33,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,4,-100,-100,1,3
43,Separated,2,2,FEMALE,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Liberal,Catholic,1,-100,Favor,-100,1,7,1,2,1,9,3,-100,2
23,Never married,0,2,FEMALE,.i:  Inapplicable,Other,CHINESE,Liberal,None,2,-100,Favor,-100,3,5,5,2,1,8,3,-100,2
31,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,2,1,.i:  Inapplicable,4,-100,-100,10,2,2,7,8,-100,3
33,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,3,2,1,8,0,2,3
24,Never married,0,-100,MALE,.d:  Do not Know/Cannot Choose,Other,HISPANIC,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,6,2,3,6,0,1,3
23,Never married,0,-100,MALE,.n:  No answer,White,WHITE,Slightly liberal,None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
58,Divorced,0,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,1,2,Favor,1,8,0,4,2,1,-98,0,-100,1
39,Never married,0,-100,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,1,-100,Favor,4,4,1,2,2,2,6,20,1,1
56,Married,3,4,MALE,.i:  Inapplicable,Other,HISPANIC,Conservative,Catholic,4,-100,Favor,-100,2,0,1,1,1,9,0,-100,2
71,Married,0,-100,FEMALE,"Gay, lesbian, or homosexual",Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,None,6,-100,.i:  Inapplicable,4,-100,-100,5,2,1,-98,0,-100,3
56,Married,3,2,FEMALE,Heterosexual or straight,Other,OTHER ASIAN,"Moderate, middle of the road",Protestant,4,-100,Oppose,-100,1,1,-100,-100,-100,-100,-100,-100,2
41,Married,3,-100,FEMALE,Heterosexual or straight,Other,OTHER ASIAN,"Moderate, middle of the road",Muslim/islam,8,-100,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,-100,3
27,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Protestant,1,-100,Favor,4,1,1,2,2,2,8,30,1,1
36,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Catholic,5,-100,Favor,-100,2,1,2,1,3,6,11,-100,2
59,Married,4,4,MALE,.i:  Inapplicable,Other,HISPANIC,.n:  No answer,Catholic,7,-100,Favor,-98,1,0,1,2,2,9,0,-100,1
25,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Catholic,6,1,.i:  Inapplicable,1,-100,-100,12,2,2,-98,0,2,3
28,Married,1,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,0,6,2,2,2,6,30,-100,2
70,Widowed,1,5,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,0,1,Favor,1,12,-100,-100,-100,-100,-100,-100,-100,1
59,Separated,3,-100,MALE,.s:  Skipped on Web,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Muslim/islam,5,1,.i:  Inapplicable,1,-100,-100,10,2,1,8,0,-100,3
20,Never married,0,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,"Moderate, middle of the road",Catholic,4,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
55,Married,6,2,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,1,3,-100,-100,-100,1,-100,-100,-100,1
22,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,0,-100,Favor,4,2,0,-100,-100,-100,-100,-100,1,1
51,Widowed,3,2,FEMALE,Heterosexual or straight,Other,HISPANIC,Slightly conservative,None,0,-100,Favor,-100,3,4,-100,-100,1,-100,-100,-100,2
21,Never married,0,-100,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Protestant,0,2,.i:  Inapplicable,1,-100,-100,-100,-100,2,-100,-100,-100,3
50,Married,4,4,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,7,2,Favor,1,2,0,4,2,2,8,0,-100,1
60,Separated,5,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,5,-100,Oppose,-100,3,-100,-100,-100,1,-100,-100,-100,2
66,Married,0,0,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,4,2,.d:  Do not Know/Cannot Choose,1,1,-100,-100,-100,-100,-100,-100,-100,1
23,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,3,2,2,7,5,2,3
64,Married,6,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,Conservative,Catholic,6,-100,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,-100,3
32,Married,2,3,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Catholic,4,-100,Favor,4,20,3,10,2,1,-98,0,-100,1
26,Never married,0,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,"Moderate, middle of the road",Protestant,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
59,Divorced,1,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,1,-100,Favor,4,3,7,4,2,1,9,0,2,1
81,Widowed,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
36,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,5,-100,.i:  Inapplicable,1,-100,-100,6,2,2,8,0,-100,3
29,Married,1,-100,FEMALE,.d:  Do not Know/Cannot Choose,Other,ASIAN INDIAN,Slightly liberal,Hinduism,0,-100,.i:  Inapplicable,1,-100,-100,-100,-100,2,-100,-100,-100,3
57,Divorced,2,-100,FEMALE,.i:  Inapplicable,White,WHITE,.n:  No answer,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
50,Married,3,8,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,.d:  Do not Know/Cannot Choose,None,0,2,Favor,1,1,3,1,2,1,9,0,-100,1
38,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,1,-100,Favor,4,3,2,6,2,1,8,14,-100,1
29,Never married,0,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,6,1,Favor,1,1,8,2,2,2,6,0,-100,1
-99,Married,2,2,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,"Moderate, middle of the road",.n:  No answer,7,-100,Oppose,-98,1,12,4,2,2,7,0,-100,1
37,Married,0,2,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Jewish,0,-100,Favor,-100,5,5,9,2,1,-98,0,1,2
30,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,3,-100,Favor,4,1,50,1,2,3,6,20,1,1
19,Never married,0,2,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,.n:  No answer,Jewish,3,-100,Favor,4,3,2,-100,-100,-100,-100,-100,-100,1
52,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,0,6,1,2,2,8,3,1,1
69,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Jewish,6,-100,Favor,-100,5,10,15,2,2,10,1,2,2
66,Divorced,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Jewish,1,-100,Favor,4,2,10,4,2,1,9,0,-100,1
45,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,1,25,2,2,2,10,0,-100,1
33,Never married,0,0,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,-100,1,0,2,2,2,7,4,2,2
55,Divorced,4,3,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,3,-100,Oppose,-100,1,2,3,2,1,9,0,-100,2
46,Separated,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely conservative,None,0,-100,Favor,-100,0,0,0,2,2,6,30,-100,2
57,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,6,1,.i:  Inapplicable,3,-100,-100,2,2,1,10,0,1,3
42,Never married,1,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,8,-100,Favor,-100,10,0,-100,-100,-100,-100,-100,2,2
58,Never married,0,-100,MALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
37,Divorced,0,-100,FEMALE,Heterosexual or straight,Other,VIETNAMESE,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,7,2,3,8,0,-100,3
68,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,6,-100,Oppose,1,5,3,-100,-100,-100,-100,-100,-100,1
68,Divorced,2,2,FEMALE,Heterosexual or straight,Other,HISPANIC,"Moderate, middle of the road",Protestant,5,-100,Oppose,-100,2,5,-100,-100,1,-100,-100,-100,2
35,Separated,3,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,Slightly liberal,Catholic,1,1,.i:  Inapplicable,3,-100,-100,-100,-100,2,-100,-100,-100,3
41,Married,1,-100,FEMALE,Heterosexual or straight,Other,JAPANESE,Slightly liberal,Catholic,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,2,3
28,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,1,Favor,4,2,40,4,2,2,8,1,-100,1
53,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Catholic,6,-100,.i:  Inapplicable,4,-100,-100,4,2,1,6,12,-100,3
63,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,2,-100,.i:  Inapplicable,4,-100,-100,8,2,2,8,2,-100,3
71,Divorced,1,2,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,1,-100,Favor,-100,2,5,-100,-100,-100,-100,-100,1,2
56,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,8,-100,.i:  Inapplicable,1,-100,-100,8,2,1,9,0,-100,3
44,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,7,2,Favor,4,5,5,-100,-100,-100,-100,-100,-100,1
26,Never married,0,4,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,2,-100,Favor,-100,3,0,-100,-100,2,-100,-100,-100,2
67,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,.i:  Inapplicable,4,-100,-100,3,2,1,9,0,-100,3
49,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,.d:  Do not Know/Cannot Choose,2,-100,Favor,-100,3,7,-100,-100,-100,-100,-100,2,2
32,Married,0,-100,MALE,Heterosexual or straight,Other,ASIAN INDIAN,Slightly liberal,Muslim/islam,7,1,.i:  Inapplicable,4,-100,-100,3,2,2,8,2,-100,3
39,Married,0,2,FEMALE,.i:  Inapplicable,Other,KOREAN,"Moderate, middle of the road",Christian,0,-100,Favor,-100,1,1,2,2,3,8,0,-100,2
61,Married,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Orthodox-christian,2,-100,Favor,-100,2,0,-100,-100,2,-100,-100,-100,2
55,Divorced,0,-100,FEMALE,"Gay, lesbian, or homosexual",Other,FILIPINO,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,6,2,1,9,0,-100,3
65,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,6,0,-100,-100,-100,-100,-100,-100,2
61,Divorced,2,4,.s:  Skipped on Web,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,-97,4,1,-97,2,1,8,-97,-100,1
28,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,7,1,Favor,4,5,2,6,2,2,8,12,-100,1
60,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,1,3
63,Divorced,4,2,MALE,.i:  Inapplicable,Other,JAPANESE,Slightly liberal,Catholic,3,-100,Favor,-100,3,3,-100,-100,-100,-100,-100,1,2
78,Separated,1,4,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,7,-100,Oppose,-100,0,0,-100,-100,-100,-100,-100,1,2
23,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,-99,-100,Favor,4,5,0,-100,-100,2,-100,-100,-100,1
60,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,3,3
26,Married,0,2,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,3,1,2,2,3,8,30,-100,2
54,Married,5,4,MALE,.i:  Inapplicable,Other,HISPANIC,Liberal,Catholic,7,-98,Favor,1,1,0,2,2,1,10,0,-100,1
83,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,Protestant,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
65,Married,3,4,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,7,2,Oppose,1,6,2,-100,-100,-100,-100,-100,-100,1
39,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,3,2,.i:  Inapplicable,2,-100,-100,4,2,1,9,0,-100,3
68,Married,8,2,FEMALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,Slightly liberal,Catholic,1,-100,Favor,-100,3,12,11,2,1,9,0,-100,2
66,Never married,0,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,2,3
